timestamp,lwir_source,rgb_source,class_id,class_name,confidence,lwir_bbox_xyxy,rgb_bbox_xyxy
1745445829.3812082,/media/sauron/SAURON/Out/image_00017022.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067829.png,0,AOI,0.8511,"[197, 426, 250, 469]","[2496, 252, 2836, 504]"
1745445831.222149,/media/sauron/SAURON/Out/image_00017095.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067830.png,0,AOI,0.8381,"[200, 461, 253, 498]","[2477, 83, 2816, 299]"
1745445832.9739985,/media/sauron/SAURON/Out/image_00017169.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067831.png,0,AOI,0.7251,"[205, 493, 254, 512]","[2471, 0, 2784, 112]"
1745445925.797707,/media/sauron/SAURON/Out/image_00020856.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067881.png,0,AOI,0.8532,"[209, 478, 261, 511]","[2426, 6, 2759, 200]"
1745445927.567137,/media/sauron/SAURON/Out/image_00020929.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067882.png,0,AOI,0.8434,"[206, 446, 257, 483]","[2452, 170, 2778, 387]"
1745445929.3506415,/media/sauron/SAURON/Out/image_00021003.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067883.png,0,AOI,0.8405,"[200, 408, 257, 453]","[2452, 346, 2816, 610]"
1745445931.4373765,/media/sauron/SAURON/Out/image_00021077.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067884.png,0,AOI,0.8376,"[196, 369, 254, 418]","[2471, 551, 2842, 838]"
1745445933.5133119,/media/sauron/SAURON/Out/image_00021151.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067885.png,0,AOI,0.8498,"[191, 324, 253, 379]","[2477, 780, 2874, 1102]"
1745445935.686274,/media/sauron/SAURON/Out/image_00021224.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067886.png,0,AOI,0.8568,"[190, 280, 249, 330]","[2503, 1067, 2880, 1360]"
1745445937.821789,/media/sauron/SAURON/Out/image_00021298.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067887.png,0,AOI,0.8556,"[190, 234, 248, 283]","[2509, 1342, 2880, 1629]"
